district_code,district_name,gu_name,dong_name,industry,year,quarter,lat,lng,pop_total,households,age_20_30_ratio,age_40_50_ratio,workplace_pop,resident_pop,foot_traffic_daily,foot_traffic_lunch,foot_traffic_dinner,dwell_time_avg,foot_traffic_3yr_growth,card_sales_avg,industry_spend_ratio,avg_ticket_size,competitor_count_100m,competitor_count_500m,openings_1yr,closures_1yr,competitor_density,avg_operating_months,rent_per_m2,vacancy_rate,building_age,transit_passengers_daily,data_quality_score,monthly_revenue_actual,target_monthly_revenue,target_success_label,target_closure_risk
102063,동대문구 동5가 상권,동대문구,동대문구 동5가,음식점/식당,2026,Q3,37.614002,127.060457,16830,6862,0.2829,0.2003,7519,12385,15238,5467,6666,66.0,0.0575,19968.0,0.274,6310.0,10,98,7,1,2.178,57.5,50383.0,0.0736,13.4,42658,0.972,9246377.0,924.6,0,2
102064,동대문구 동5가 상권,동대문구,동대문구 동5가,병의원/클리닉,2025,Q2,37.50769,126.90465,19920,8437,0.404,0.3101,10618,14860,26542,7353,9693,32.7,0.2899,53985.0,0.167,34698.0,5,50,1,3,1.111,48.2,42337.0,0.0557,24.5,65309,0.965,28382515.0,2838.3,0,2
102065,동대문구 동6가 상권,동대문구,동대문구 동6가,소매/패션,2024,Q2,37.491414,126.934854,18733,7524,0.4989,0.3161,2137,13201,9068,3302,3528,42.9,-0.1566,29101.0,0.216,15968.0,6,41,0,1,0.911,19.9,54823.0,0.01,12.0,37838,0.923,24100445.0,2410.0,0,1
102066,동대문구 동6가 상권,동대문구,동대문구 동6가,음식점/식당,2022,Q2,37.450527,127.014188,34600,13931,0.2995,0.348,3010,23372,15065,4891,5889,67.8,-0.1194,38584.0,0.405,13094.0,3,31,3,1,0.689,27.6,56119.0,0.0765,15.8,1478,0.98,13569494.0,1356.9,0,2
102067,동대문구 동6가 상권,동대문구,동대문구 동6가,병의원/클리닉,2024,Q2,37.550934,127.125326,29898,14406,0.2669,0.2828,43412,24341,65254,19097,19065,35.6,-0.1554,6688.0,0.331,22666.0,4,40,3,1,0.889,71.7,21049.0,0.0271,37.1,1802,0.889,75149534.0,7515.0,1,0
102068,동대문구 동6가 상권,동대문구,동대문구 동6가,미용/뷰티,2022,Q4,37.585503,127.017794,24584,10792,0.441,0.292,3475,19253,13397,3814,4963,33.1,0.1647,32074.0,0.2,14519.0,5,38,3,3,0.844,57.2,30411.0,0.0545,27.2,84760,0.866,19498503.0,1949.9,0,2
102069,동대문구 동6가 상권,동대문구,동대문구 동6가,병의원/클리닉,2022,Q2,37.509226,126.891337,25076,10077,0.2345,0.2647,15567,17051,18027,4750,5866,67.9,0.2464,39009.0,0.245,14546.0,5,46,1,3,1.022,23.8,55311.0,0.0378,25.0,7245,0.912,49660724.0,4966.1,1,2
102070,동대문구 동6가 상권,동대문구,동대문구 동6가,음식점/식당,2026,Q3,37.62116,127.0645,35402,15697,0.2879,0.3474,8806,24863,22454,7562,8831,66.1,0.0656,13581.0,0.32,6164.0,4,18,0,3,0.4,37.5,49588.0,0.0612,31.0,25895,0.951,24836612.0,2483.7,0,2
102071,동대문구 동6가 상권,동대문구,동대문구 동6가,소매/패션,2024,Q2,37.480473,127.049087,16185,7658,0.3738,0.1749,11547,12189,20279,7150,7041,78.5,0.0213,16299.0,0.239,18921.0,8,69,2,1,1.533,48.0,25406.0,0.0566,24.5,39771,0.902,14703996.0,1470.4,0,2
102072,동대문구 동6가 상권,동대문구,동대문구 동6가,미용/뷰티,2026,Q3,37.558807,126.942077,27220,12470,0.3169,0.2679,10413,21557,21336,5694,8761,47.6,0.0864,31898.0,0.193,9750.0,6,64,2,5,1.422,2.2,74810.0,0.0599,24.3,38458,0.909,32725279.0,3272.5,0,2
102073,동대문구 동6가 상권,동대문구,동대문구 동6가,소매/패션,2022,Q1,37.566394,127.087449,36045,15434,0.283,0.3331,22398,30674,29639,9273,10213,22.8,-0.0682,33799.0,0.154,11694.0,3,24,2,2,0.533,46.9,23825.0,0.0772,4.7,20927,0.914,25880034.0,2588.0,0,2
102074,동대문구 동6가 상권,동대문구,동대문구 동6가,소매/패션,2026,Q1,37.61325,127.110657,39234,16285,0.2687,0.1641,20012,28796,35707,11055,12742,46.4,0.1308,22841.0,0.373,8487.0,7,54,3,2,1.2,52.0,45641.0,0.0763,11.2,67425,0.881,26635033.0,2663.5,0,2
102075,동대문구 동6가 상권,동대문구,동대문구 동6가,카페/디저트,2023,Q3,37.643178,126.912987,29721,14782,0.4842,0.2745,10389,20774,18415,4589,7772,30.8,-0.18,33920.0,0.224,17363.0,7,76,1,1,1.689,61.3,58045.0,0.0113,14.0,48283,0.96,23871647.0,2387.2,0,1
102076,동대문구 동6가 상권,동대문구,동대문구 동6가,미용/뷰티,2022,Q1,37.456452,126.926405,22531,9851,0.2223,0.2314,22511,16344,51774,13347,22467,67.7,-0.0622,18779.0,0.404,13894.0,8,67,3,1,1.489,47.1,33193.0,0.0245,15.6,4933,0.949,20174763.0,2017.5,0,2
102077,동대문구 동7가 상권,동대문구,동대문구 동7가,미용/뷰티,2024,Q1,37.574067,126.894904,24922,10419,0.3389,0.2259,4175,17151,16058,4422,6399,62.3,0.2333,18180.0,0.22,10669.0,3,24,2,2,0.533,38.4,28280.0,0.0716,35.8,3988,0.898,11065707.0,1106.6,0,2
102078,동대문구 동7가 상권,동대문구,동대문구 동7가,음식점/식당,2023,Q3,37.516688,127.117958,28898,12577,0.299,0.3469,4805,19781,16768,5808,5229,50.2,0.0204,14504.0,0.382,9491.0,6,65,7,1,1.444,42.8,59820.0,0.092,2.4,49969,0.911,16660718.0,1666.1,0,2
102079,동대문구 동7가 상권,동대문구,동대문구 동7가,미용/뷰티,2023,Q3,37.525213,127.138001,22851,10097,0.3429,0.3088,7862,15532,21665,5028,7688,37.6,0.1599,19162.0,0.267,15183.0,2,17,4,5,0.378,45.1,26975.0,0.0568,19.6,10007,0.912,9935936.0,993.6,0,2
102080,동대문구 동7가 상권,동대문구,동대문구 동7가,병의원/클리닉,2026,Q3,37.649576,126.93959,15070,6429,0.3213,0.1983,705,10053,7022,1853,3016,38.1,0.3563,29885.0,0.378,15849.0,4,27,2,3,0.6,38.9,33199.0,0.0213,31.6,12065,0.895,28743855.0,2874.4,0,2
102081,동대문구 동7가 상권,동대문구,동대문구 동7가,음식점/식당,2026,Q3,37.534202,127.066886,25684,10494,0.2887,0.2578,20933,22514,47676,12852,17564,78.3,-0.0723,44609.0,0.156,10648.0,9,68,4,3,1.511,55.2,37111.0,0.0559,3.4,14671,0.987,29171447.0,2917.1,0,2
102082,동대문구 동7가 상권,동대문구,동대문구 동7가,미용/뷰티,2023,Q4,37.532553,126.856726,20767,8525,0.42,0.302,11760,13874,23190,5963,6727,71.7,0.0022,31414.0,0.199,15529.0,4,23,4,1,0.511,36.7,53325.0,0.035,12.8,3298,0.872,26206016.0,2620.6,0,1
102083,동대문구 동7가 상권,동대문구,동대문구 동7가,병의원/클리닉,2024,Q2,37.518072,127.102901,27626,12185,0.3099,0.2907,4556,21185,15944,6045,5598,27.6,-0.004,19540.0,0.312,22790.0,8,77,6,1,1.711,49.8,57125.0,0.0495,24.6,1499,0.976,25477149.0,2547.7,0,2
102084,동대문구 동7가 상권,동대문구,동대문구 동7가,미용/뷰티,2025,Q1,37.45488,126.946197,21033,8276,0.2321,0.3495,34037,16754,48900,15328,19759,44.7,0.3637,52166.0,0.317,11139.0,0,0,4,2,0.0,56.0,29589.0,0.0204,5.7,783,0.877,28473857.0,2847.4,1,1
102085,동대문구 동7가 상권,동대문구,동대문구 동7가,소매/패션,2026,Q3,37.612571,126.920289,26171,11416,0.2637,0.2239,2331,21848,15048,4161,6078,65.4,-0.0453,28393.0,0.37,15341.0,5,31,3,0,0.689,63.1,57001.0,0.0512,9.6,13269,0.986,11912014.0,1191.2,0,1
102086,동대문구 동7가 상권,동대문구,동대문구 동7가,병의원/클리닉,2024,Q1,37.623272,126.926417,27001,11008,0.3537,0.3294,37611,20575,55256,12238,17462,63.8,-0.0596,29259.0,0.372,16180.0,4,17,1,1,0.378,37.5,53899.0,0.0816,27.0,69453,0.916,85209479.0,8520.9,1,0
102087,동대문구 동7가 상권,동대문구,동대문구 동7가,병의원/클리닉,2024,Q3,37.642416,126.986394,24864,10676,0.2701,0.2816,12856,19525,34726,9164,10607,82.8,-0.0469,21810.0,0.168,12992.0,14,115,2,2,2.556,58.7,44245.0,0.072,16.5,9332,0.892,41510698.0,4151.1,0,2
102088,동대문구 동7가 상권,동대문구,동대문구 동7가,음식점/식당,2026,Q2,37.5324,126.88227,26827,13091,0.4321,0.364,9963,18548,26360,8588,9733,57.5,0.0963,32316.0,0.275,20355.0,2,21,3,0,0.467,66.0,54936.0,0.0209,2.9,35474,0.951,27922273.0,2792.2,0,0
102089,동대문구 동8가 상권,동대문구,동대문구 동8가,미용/뷰티,2026,Q2,37.496044,127.127587,17007,8081,0.4912,0.2893,8925,11621,23311,8081,7985,65.4,0.0411,38404.0,0.225,16158.0,4,32,0,0,0.711,51.0,48670.0,0.0452,24.5,14123,0.948,27898527.0,2789.9,0,0
102090,동대문구 동8가 상권,동대문구,동대문구 동8가,미용/뷰티,2022,Q4,37.482122,127.094096,14645,6951,0.1348,0.3101,16938,10260,16099,4900,5913,36.9,0.1031,26818.0,0.372,18150.0,6,48,4,3,1.067,21.9,26502.0,0.0578,28.2,23412,0.978,9846254.0,984.6,0,2
102091,동대문구 동8가 상권,동대문구,동대문구 동8가,미용/뷰티,2024,Q3,37.604208,126.977981,26612,11001,0.2596,0.2631,13058,22772,24157,5856,6797,64.1,-0.2158,28940.0,0.302,12295.0,8,62,1,2,1.378,49.0,39604.0,0.01,21.2,5368,0.981,20070967.0,2007.1,0,2
102092,동대문구 동8가 상권,동대문구,동대문구 동8가,음식점/식당,2025,Q4,37.632577,126.862111,21249,10138,0.483,0.3789,33028,17996,58012,16869,21522,22.9,-0.0817,27491.0,0.245,10765.0,3,25,1,0,0.556,54.0,36418.0,0.0844,30.5,73702,0.976,51280235.0,5128.0,0,0
102093,동대문구 동8가 상권,동대문구,동대문구 동8가,음식점/식당,2023,Q1,37.454282,126.98331,26015,11984,0.2776,0.3075,36531,19381,82149,20698,31859,53.2,0.0668,42512.0,0.333,12588.0,6,57,4,0,1.267,27.1,36780.0,0.0752,9.9,14921,0.856,47641638.0,4764.2,0,0
102094,동대문구 동8가 상권,동대문구,동대문구 동8가,소매/패션,2023,Q4,37.511729,127.022494,26362,10640,0.1886,0.2642,5522,17532,21231,5068,6163,29.6,0.1281,21572.0,0.213,14594.0,3,31,5,1,0.689,22.7,35597.0,0.0291,35.7,6503,0.966,15865533.0,1586.6,0,1
102095,동대문구 동8가 상권,동대문구,동대문구 동8가,음식점/식당,2023,Q1,37.456197,126.905831,14115,6942,0.3692,0.2009,6044,11186,15902,4839,6631,59.7,-0.0192,37275.0,0.236,8121.0,2,16,5,0,0.356,66.0,27632.0,0.0919,12.7,116185,0.851,20096188.0,2009.6,0,1
102096,동대문구 동8가 상권,동대문구,동대문구 동8가,음식점/식당,2023,Q3,37.616528,127.008998,24539,10526,0.3452,0.238,23899,16009,25689,7586,7505,56.5,0.2049,31295.0,0.345,19624.0,9,93,5,2,2.067,15.4,27944.0,0.077,12.0,65633,0.921,24737274.0,2473.7,0,2
102097,동대문구 동8가 상권,동대문구,동대문구 동8가,카페/디저트,2023,Q1,37.636503,127.04828,17661,7918,0.5043,0.3734,15701,12531,28716,10227,10432,83.3,-0.1487,37732.0,0.386,6832.0,8,59,2,1,1.311,67.4,79158.0,0.0743,16.5,11851,0.97,28244006.0,2824.4,0,2
102098,동대문구 동8가 상권,동대문구,동대문구 동8가,카페/디저트,2025,Q1,37.584772,126.868328,32486,14090,0.3132,0.2707,33471,22297,31737,11065,11694,69.8,-0.1271,24869.0,0.213,19225.0,1,10,2,7,0.222,35.6,45616.0,0.1034,18.1,1537,0.864,29405586.0,2940.6,0,2
102099,동대문구 동8가 상권,동대문구,동대문구 동8가,카페/디저트,2026,Q1,37.510915,127.026356,18535,7854,0.3046,0.3496,10282,15182,19225,5438,7802,74.2,0.0856,24157.0,0.328,15030.0,2,16,1,1,0.356,33.7,61942.0,0.0276,11.6,29967,0.981,21533514.0,2153.4,0,1
102100,동대문구 동8가 상권,동대문구,동대문구 동8가,병의원/클리닉,2026,Q3,37.534204,126.9988,30200,15041,0.2818,0.215,8716,24222,31270,10366,9859,60.3,0.0969,39795.0,0.235,15655.0,3,21,2,2,0.467,2.8,37145.0,0.0494,4.6,43705,0.971,41988561.0,4198.9,0,1
102101,동대문구 동9가 상권,동대문구,동대문구 동9가,소매/패션,2023,Q3,37.566387,126.946117,17171,7985,0.3166,0.2368,13202,11665,18042,3978,6891,20.7,0.0711,24169.0,0.364,11443.0,2,19,2,2,0.422,30.6,15000.0,0.0715,4.8,122658,0.976,21766835.0,2176.7,0,2
102102,동대문구 동9가 상권,동대문구,동대문구 동9가,소매/패션,2025,Q1,37.622703,127.13143,19559,9505,0.3886,0.3144,4286,14245,12604,3520,3733,79.8,-0.009,23540.0,0.343,13588.0,3,24,3,2,0.533,50.1,49269.0,0.0597,4.6,75984,0.95,20195597.0,2019.6,0,2
102103,동대문구 동9가 상권,동대문구,동대문구 동9가,병의원/클리닉,2025,Q3,37.452952,127.094444,13359,5185,0.1937,0.2274,14095,10643,18420,5196,6493,25.3,0.1211,14268.0,0.243,22208.0,4,33,3,1,0.733,33.9,59701.0,0.0389,23.5,9355,0.891,30175536.0,3017.6,0,1
102104,동대문구 동9가 상권,동대문구,동대문구 동9가,병의원/클리닉,2025,Q4,37.619803,126.947676,15411,6039,0.1966,0.3596,41291,12692,55739,19408,15729,43.8,0.2776,29175.0,0.292,21059.0,1,10,1,2,0.222,42.8,69298.0,0.0786,30.0,32052,0.865,85069020.0,8506.9,1,0
102105,동대문구 동9가 상권,동대문구,동대문구 동9가,음식점/식당,2023,Q3,37.479394,127.072091,19569,7785,0.4119,0.3056,3777,16263,15454,4805,4524,55.5,0.0596,35613.0,0.176,15384.0,5,26,7,3,0.578,58.0,63321.0,0.0272,34.5,92797,0.905,21563953.0,2156.4,0,2
102106,동대문구 동9가 상권,동대문구,동대문구 동9가,미용/뷰티,2023,Q1,37.564503,126.991605,33024,14562,0.4131,0.2591,6810,26647,24103,6381,6916,32.1,-0.0112,28944.0,0.375,10273.0,0,0,5,1,0.0,53.8,45657.0,0.0597,35.6,23996,0.946,22032208.0,2203.2,0,1
102107,동대문구 동9가 상권,동대문구,동대문구 동9가,카페/디저트,2024,Q1,37.598885,127.023827,14821,6646,0.3361,0.2491,4896,9956,14245,4493,4530,42.1,-0.0986,30945.0,0.354,20247.0,5,51,3,0,1.133,36.2,50566.0,0.0398,28.7,10434,0.871,14506193.0,1450.6,0,1
102108,동대문구 동9가 상권,동대문구,동대문구 동9가,음식점/식당,2023,Q1,37.628771,127.007079,19270,8703,0.3288,0.3141,16704,13218,23271,7074,9517,46.6,-0.0414,39998.0,0.327,8946.0,5,48,4,1,1.067,37.5,26073.0,0.0443,36.6,8885,0.951,19455846.0,1945.6,0,2
102109,동대문구 동9가 상권,동대문구,동대문구 동9가,음식점/식당,2025,Q4,37.472891,126.991172,24404,10980,0.4473,0.2183,5068,16166,12345,3533,5207,65.7,0.0397,26153.0,0.227,16013.0,5,25,6,0,0.556,33.1,28743.0,0.0691,23.9,101244,0.955,12609732.0,1261.0,0,1
102110,동대문구 동9가 상권,동대문구,동대문구 동9가,카페/디저트,2026,Q1,37.509088,127.109769,24596,10397,0.3352,0.3668,67020,17103,146829,54986,60910,39.8,0.121,28739.0,0.294,15936.0,6,46,3,2,1.022,33.4,52848.0,0.0862,28.3,63,0.964,80331106.0,8033.1,1,1
102111,동대문구 동9가 상권,동대문구,동대문구 동9가,카페/디저트,2025,Q4,37.564931,127.041092,38844,18612,0.3893,0.2345,7991,33161,34951,11381,14744,68.4,-0.0254,22154.0,0.189,16012.0,5,28,3,4,0.622,46.6,44887.0,0.0373,15.8,32320,0.909,21774815.0,2177.5,0,2
102112,동대문구 동9가 상권,동대문구,동대문구 동9가,병의원/클리닉,2024,Q1,37.489788,126.892308,36060,14051,0.2294,0.2744,52411,24290,95755,23110,35463,43.5,0.1967,18021.0,0.166,21666.0,8,69,6,1,1.533,39.1,50534.0,0.0498,35.6,9754,0.942,98484999.0,9848.5,1,0
102113,동대문구 동10가 상권,동대문구,동대문구 동10가,카페/디저트,2024,Q1,37.51009,126.881844,26992,11173,0.4965,0.344,2296,18574,14787,5476,5794,65.3,0.0281,24808.0,0.295,13619.0,1,9,2,1,0.2,36.6,18090.0,0.0505,21.6,120158,0.88,13703134.0,1370.3,0,1
102114,동대문구 동10가 상권,동대문구,동대문구 동10가,카페/디저트,2024,Q4,37.527607,127.124285,11457,4952,0.4893,0.3493,32152,9291,65545,22712,20669,77.9,0.0309,26868.0,0.168,10146.0,2,14,3,2,0.311,58.3,28444.0,0.0782,22.1,35489,0.923,39636372.0,3963.6,0,2
102115,동대문구 동10가 상권,동대문구,동대문구 동10가,소매/패션,2025,Q1,37.592051,127.005624,26477,11696,0.4334,0.2342,3300,20265,15895,4290,6369,35.7,-0.1074,50022.0,0.386,18811.0,5,44,1,2,0.978,57.4,44772.0,0.0195,28.2,2012,0.909,22533691.0,2253.4,0,2
102116,동대문구 동10가 상권,동대문구,동대문구 동10가,카페/디저트,2024,Q2,37.644384,127.023457,6924,2960,0.2769,0.333,20231,5142,35142,10478,13947,82.1,0.0761,43214.0,0.256,21927.0,4,25,3,3,0.556,43.1,46410.0,0.0247,8.0,62136,0.928,22636813.0,2263.7,0,2
102117,동대문구 동10가 상권,동대문구,동대문구 동10가,카페/디저트,2022,Q3,37.482521,126.894134,24632,11212,0.3657,0.4027,3692,19264,16348,3708,4629,56.5,0.1824,31698.0,0.304,16726.0,8,51,2,2,1.133,36.4,19875.0,0.0446,37.1,44875,0.86,11158529.0,1115.9,0,2
102118,동대문구 동10가 상권,동대문구,동대문구 동10가,소매/패션,2022,Q3,37.500519,126.852291,29542,13830,0.3553,0.2476,9977,24916,21998,8266,8009,36.6,0.1234,44505.0,0.29,19240.0,6,32,4,5,0.711,59.1,15092.0,0.0879,2.6,16000,0.975,13949521.0,1395.0,0,2
102119,동대문구 동10가 상권,동대문구,동대문구 동10가,병의원/클리닉,2026,Q4,37.639653,126.89288,25473,11465,0.3311,0.2721,6072,18635,15568,5390,6627,45.4,-0.0454,37390.0,0.343,32760.0,6,54,1,2,1.2,27.1,38992.0,0.01,7.5,24176,0.863,25490445.0,2549.0,0,2
102120,동대문구 동10가 상권,동대문구,동대문구 동10가,미용/뷰티,2025,Q4,37.647843,127.050151,24643,9603,0.2592,0.243,15496,16802,23848,6824,9990,30.3,0.0444,9052.0,0.153,23831.0,6,31,3,4,0.689,47.5,36137.0,0.0318,16.8,7136,0.935,19916891.0,1991.7,0,2
102121,동대문구 동10가 상권,동대문구,동대문구 동10가,카페/디저트,2022,Q1,37.555616,127.096869,19248,8725,0.335,0.3291,32380,14089,25327,7364,10171,44.9,0.0942,52446.0,0.392,12414.0,8,36,5,4,0.8,44.9,15000.0,0.0852,30.9,23004,0.978,23924093.0,2392.4,0,2
102122,동대문구 동10가 상권,동대문구,동대문구 동10가,음식점/식당,2026,Q2,37.585891,126.928387,20939,9973,0.2651,0.2386,10697,16226,21239,7857,7961,23.2,0.1445,36723.0,0.362,8357.0,2,15,6,2,0.333,43.7,54287.0,0.0635,15.9,436,0.968,36383370.0,3638.3,0,2
102123,동대문구 동10가 상권,동대문구,동대문구 동10가,병의원/클리닉,2026,Q3,37.594268,126.893146,22057,10131,0.3852,0.2721,44436,14438,64775,23960,27013,37.0,-0.0773,29261.0,0.222,19603.0,4,37,5,3,0.822,49.2,21317.0,0.0517,31.2,5801,0.914,94764823.0,9476.5,1,1
102124,동대문구 동10가 상권,동대문구,동대문구 동10가,소매/패션,2022,Q4,37.580304,126.963802,7033,3476,0.2892,0.15,12493,4580,14732,4154,5651,56.3,0.0836,34982.0,0.374,19058.0,6,52,3,0,1.156,39.9,70140.0,0.056,13.2,18194,0.871,19279765.0,1928.0,0,1
102125,동대문구 동11가 상권,동대문구,동대문구 동11가,카페/디저트,2022,Q3,37.629499,126.943302,18703,9263,0.3113,0.3551,32550,15093,66865,21058,28775,39.2,-0.0156,23879.0,0.343,12273.0,5,32,0,1,0.711,10.3,35252.0,0.1181,33.2,385,0.891,35462280.0,3546.2,0,2
102126,동대문구 동11가 상권,동대문구,동대문구 동11가,카페/디저트,2023,Q4,37.643532,126.959288,22185,10564,0.3575,0.2614,4462,15390,16418,5210,7018,41.7,-0.0815,49834.0,0.353,19451.0,7,43,1,2,0.956,69.8,23959.0,0.01,30.9,32402,0.865,8000000.0,800.0,0,2
102127,동대문구 동11가 상권,동대문구,동대문구 동11가,소매/패션,2025,Q4,37.465753,126.94141,17516,7759,0.2835,0.2732,4051,13461,13410,3518,5454,71.1,0.314,37059.0,0.223,11834.0,6,24,5,0,0.533,52.1,47800.0,0.0277,34.2,30634,0.907,8000000.0,800.0,0,0
102128,동대문구 동11가 상권,동대문구,동대문구 동11가,병의원/클리닉,2025,Q2,37.47132,126.874627,32256,14400,0.5393,0.2639,20440,21605,54663,20744,16287,71.9,-0.0646,50742.0,0.193,19161.0,5,53,4,0,1.178,20.4,45567.0,0.0468,14.8,22724,0.963,77521636.0,7752.2,1,0
102129,동대문구 동11가 상권,동대문구,동대문구 동11가,병의원/클리닉,2026,Q1,37.473448,126.984601,16850,7790,0.4844,0.3454,3594,11000,9797,3248,3065,24.7,-0.2413,27463.0,0.268,17619.0,6,32,2,2,0.711,44.8,49365.0,0.0336,16.0,28810,0.883,25808482.0,2580.8,0,2
102130,동대문구 동11가 상권,동대문구,동대문구 동11가,병의원/클리닉,2025,Q3,37.55182,127.098006,21018,9875,0.2623,0.2949,30683,15124,39381,10593,13017,78.8,-0.0413,16483.0,0.157,14982.0,7,48,2,1,1.067,14.9,35876.0,0.012,2.6,15244,0.97,55645085.0,5564.5,1,0
102131,동대문구 동11가 상권,동대문구,동대문구 동11가,병의원/클리닉,2023,Q3,37.501311,127.032092,19128,9040,0.2586,0.3192,8462,15404,20553,5930,7278,23.4,0.1444,23312.0,0.345,22495.0,5,41,3,0,0.911,18.5,57708.0,0.0562,30.9,61232,0.937,54206425.0,5420.6,1,0
102132,동대문구 동11가 상권,동대문구,동대문구 동11가,소매/패션,2024,Q3,37.553411,126.943166,20667,8561,0.2029,0.2826,582,15823,9805,3617,3529,37.6,-0.0543,20973.0,0.194,15434.0,7,39,3,1,0.867,48.7,61025.0,0.076,7.5,30378,0.952,15118854.0,1511.9,0,2
102133,동대문구 동11가 상권,동대문구,동대문구 동11가,미용/뷰티,2023,Q1,37.617525,126.858959,29267,11831,0.2221,0.1565,9621,25119,27537,6228,8663,37.8,-0.0175,44102.0,0.291,18943.0,4,39,2,1,0.867,8.2,33769.0,0.01,27.2,6118,0.93,15010753.0,1501.1,0,1
102134,동대문구 동11가 상권,동대문구,동대문구 동11가,음식점/식당,2026,Q2,37.594636,126.871691,14497,6706,0.2019,0.2798,19869,9866,45805,12731,14435,24.8,0.0441,29857.0,0.265,15289.0,7,52,5,3,1.156,64.7,73317.0,0.0526,8.7,13148,0.867,36688670.0,3668.9,0,2
102135,동대문구 동11가 상권,동대문구,동대문구 동11가,소매/패션,2025,Q2,37.556733,127.132395,19885,9710,0.3437,0.2539,25950,17312,37966,9436,12158,84.3,0.0081,16662.0,0.265,15924.0,5,33,4,3,0.733,21.6,59718.0,0.0418,17.8,13184,0.919,37137228.0,3713.7,0,2
102136,동대문구 동11가 상권,동대문구,동대문구 동11가,음식점/식당,2026,Q1,37.61371,127.012946,26193,10453,0.3095,0.323,8084,21546,16279,5818,5171,77.8,-0.0062,9689.0,0.253,6805.0,2,18,4,1,0.4,52.2,88806.0,0.0341,25.1,116231,0.893,30498298.0,3049.8,0,1
102137,동대문구 동12가 상권,동대문구,동대문구 동12가,음식점/식당,2026,Q4,37.564412,126.859056,33241,14894,0.3344,0.4003,24717,24136,37253,8656,13890,25.1,0.1168,35471.0,0.24,16355.0,4,42,6,2,0.933,66.4,41790.0,0.0178,7.3,22268,0.852,41822917.0,4182.3,0,1
102138,동대문구 동12가 상권,동대문구,동대문구 동12가,카페/디저트,2023,Q3,37.529511,126.860325,15970,7563,0.12,0.3438,3106,12464,9142,2962,2970,41.2,0.1916,22359.0,0.155,11016.0,2,13,1,3,0.289,55.9,15000.0,0.01,21.3,90708,0.854,8000000.0,800.0,0,2
102139,동대문구 동12가 상권,동대문구,동대문구 동12가,카페/디저트,2023,Q3,37.496013,126.99084,12132,5714,0.1999,0.2566,131295,9247,205636,56787,83847,50.0,-0.0353,38082.0,0.337,20124.0,2,17,5,2,0.378,52.3,34627.0,0.0863,3.5,53673,0.986,113659096.0,11365.9,1,0
102140,동대문구 동12가 상권,동대문구,동대문구 동12가,병의원/클리닉,2024,Q4,37.634146,126.989005,28720,13408,0.3355,0.3413,91548,22565,186991,67192,68296,74.4,0.0667,26514.0,0.389,14304.0,4,41,6,4,0.911,17.4,28925.0,0.0938,7.5,85581,0.888,196608533.0,19660.9,1,0
102141,동대문구 동12가 상권,동대문구,동대문구 동12가,음식점/식당,2023,Q3,37.4809,127.058915,21189,8289,0.3001,0.2453,22468,16180,27466,6049,10194,32.7,0.0463,22944.0,0.382,18745.0,7,42,1,2,0.933,34.7,35835.0,0.01,13.4,82198,0.878,31379286.0,3137.9,0,2
102142,동대문구 동12가 상권,동대문구,동대문구 동12가,미용/뷰티,2025,Q4,37.489799,127.024693,33338,12936,0.3271,0.2502,3183,22443,18477,5566,5881,65.8,0.2351,-682.0,0.293,14797.0,7,73,4,1,1.622,44.3,15000.0,0.0462,3.5,15383,0.871,8000000.0,800.0,0,2
102143,동대문구 동12가 상권,동대문구,동대문구 동12가,미용/뷰티,2025,Q2,37.614663,127.144541,22616,9064,0.4651,0.3144,17603,14704,26568,7562,9795,74.2,0.1142,16481.0,0.25,15261.0,4,17,3,1,0.378,52.8,28467.0,0.0319,9.4,39484,0.895,22482608.0,2248.3,0,1
102144,동대문구 동12가 상권,동대문구,동대문구 동12가,소매/패션,2022,Q1,37.557771,126.962997,8838,3565,0.3055,0.3396,8394,6822,15627,4675,4679,38.2,0.1088,32546.0,0.27,17527.0,4,24,2,2,0.533,38.2,35644.0,0.0514,33.9,42319,0.989,14278815.0,1427.9,0,2
102145,동대문구 동12가 상권,동대문구,동대문구 동12가,카페/디저트,2025,Q4,37.646095,127.041303,20806,9651,0.2199,0.3232,16043,17459,25349,7587,10002,23.4,0.1053,18650.0,0.362,20566.0,4,35,0,1,0.778,11.2,42326.0,0.0377,28.5,5960,0.895,16445035.0,1644.5,0,2
102146,동대문구 동12가 상권,동대문구,동대문구 동12가,소매/패션,2024,Q2,37.492402,126.978875,19525,8728,0.3115,0.4067,28669,13241,58933,12967,17267,62.8,0.0629,64078.0,0.3,7734.0,2,9,5,1,0.2,18.3,58417.0,0.0333,8.2,5514,0.977,36621808.0,3662.2,0,0
102147,동대문구 동12가 상권,동대문구,동대문구 동12가,소매/패션,2023,Q1,37.572227,126.891142,28735,11188,0.2734,0.2527,24805,24052,28019,6541,11800,24.3,0.0479,30460.0,0.171,11830.0,3,31,1,4,0.689,52.3,43789.0,0.0918,36.2,9972,0.909,27982665.0,2798.3,0,2
102148,동대문구 동12가 상권,동대문구,동대문구 동12가,카페/디저트,2026,Q1,37.55756,127.095081,28484,11517,0.3208,0.2687,13070,19478,30619,10500,12068,27.5,0.1095,13426.0,0.195,9338.0,1,9,4,2,0.2,31.7,48667.0,0.0118,19.3,12253,0.889,29932845.0,2993.3,0,1
